timestamp_us,positions,velocities,efforts,motorVelocities,positionCommands,velocityCommands,effortCommands,pwmCommands
1580423528036404,-2.28874  0.22065  4.06415,0.00175611 -0.0153464   -2.77761,0.0818056  0.341128 -0.143372,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528037461,-2.28878 0.220656  4.06163,-0.00871209  -0.0092202    -2.68539,0.0819892  0.336119 -0.167138,      0        0 -2094.75,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528038406,-2.28875 0.220661  4.05887,0.00373135 -0.00324334    -2.70133,0.0820059  0.322857 -0.168239,      0        0 -2094.75,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528039415,-2.28873  0.22069  4.05604,0.0114043 0.00987886   -2.74659,0.0749797  0.333865 -0.146843,      0        0 -2094.75,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528040405,-2.28867 0.220686   4.0534, 0.032123 0.00761145   -2.71041,0.0702399  0.337031 -0.168072,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528041416,-2.28868 0.220757  4.05071,0.0208301 0.0315112  -2.70182,0.0741452  0.326616  -0.16657,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528042432,-2.28866 0.220705  4.04793,0.0182137 0.00437152   -2.72963,0.0756139  0.327991 -0.142771,      0        0 -2097.72,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528043437,-2.28871  0.22074  4.04537,-0.00513222   0.0128648    -2.66754,0.0769156  0.333045 -0.158426,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528044407,-2.28876 0.220761  4.04268,-0.0283883  0.0157521   -2.66905,0.0796527  0.328691 -0.153252,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528045401,-2.28871 0.220675  4.03982,-0.00122727   -0.021636    -2.73822,0.0713247    0.3259 -0.132591,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528046408,-2.28874 0.220665  4.03716,-0.00987357  -0.0229547    -2.71896,0.0739783  0.323737 -0.161497,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528047520,-2.28873 0.220707  4.03434,-0.00469742 -0.000593752     -2.75532,0.0775665  0.314198 -0.155355,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528048429,-2.28878  0.22074  4.03155,-0.0188616  0.0145901   -2.77454,0.076682  0.307954 -0.136897,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528049410,-2.28873 0.220761  4.02888,0.00300488  0.0206313   -2.74185,0.0743622  0.304679  -0.14434,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528050401,-2.28872 0.220656  4.02616, 0.007888 -0.0250818    -2.7294,0.0709242  0.307663 -0.136897,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528051396,-2.28872   0.2207  4.02334,0.00882347 -0.00498187    -2.75883,0.0755805  0.314708   -0.1147,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528052423,-2.28874 0.220734   4.0207,-0.00180694   0.0102173    -2.71943,0.0771827  0.311654  -0.12725,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528053446,-2.28875 0.220757  4.01781,-0.00811301   0.0179402    -2.77967,0.0782675  0.309652 -0.117704,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528054404,-2.28872 0.220747  4.01497,0.00779552  0.0100995    -2.8104,0.0755137  0.320678 -0.108391,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528055418,-2.28871 0.220742  4.01233,0.00754699 0.00304251   -2.75047,0.0751633  0.319642 -0.145675,      0        0 -2096.29,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528056429,-2.28871 0.220757  4.00958,0.00589304 0.00693777   -2.74615,0.0748295  0.330988 -0.157291,      0        0 -2096.29,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528057481,-2.28871 0.220789  4.00676,0.00359811  0.0167216    -2.7686,0.0746125  0.325934 -0.162598,      0        0 -2096.29,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528058440,-2.28869 0.220715  4.00412,   0.0104 -0.0163731   -2.72334,0.0728768  0.338418 -0.187065,      0        0 -2095.03,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528059397,-2.28872 0.220663   4.0013,-0.00540319  -0.0345793    -2.75211,0.0717253  0.337765 -0.185996,      0        0 -2095.03,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528060385,-2.28877 0.220604  3.99847,-0.0234061 -0.0482515   -2.78561,0.0795692  0.349054 -0.160562,     0       0 -2093.5,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528061397,-2.28878 0.220688  3.99586,-0.0212427 -0.00197996    -2.72491,0.0833577  0.343305 -0.173446,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528062477,-2.28871 0.220753    3.993,0.011693 0.0294413  -2.76996,0.0738782  0.329853 -0.157558,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528063463,-2.28871 0.220801  3.99023, 0.01319 0.0431996  -2.77469,0.0771994  0.303489 -0.141603,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528064441,-2.28868 0.220782  3.98769,0.0196124 0.0245016  -2.68764,0.0777668  0.319303 -0.162064,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528065480,-2.28869 0.220715  3.98494,0.0104681 -0.0115017   -2.69712,0.076415  0.315184 -0.151316,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528066449,-2.2887 0.220761   3.9821,0.0022774 0.00435755    -2.7478,0.0789184  0.296655 -0.126199,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528067491,-2.28873 0.220719  3.97958,-0.0123382 -0.0127903   -2.66953,0.075447 0.306072 -0.14893,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528068458,-2.28876  0.22074  3.97691,  -0.01915 -0.00297165    -2.65942,0.0764817  0.305148 -0.158609,      0        0 -2094.75,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528069471,-2.2887 0.220681  3.97421,0.00774062 -0.0237028   -2.66827,0.0756472   0.31834 -0.153886,      0        0 -2094.75,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528070435,-2.28866  0.22069  3.97169,0.0239883 -0.0141355   -2.61499,0.0717086  0.319126 -0.189568,     0       0 -2093.5,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528071423,-2.28868 0.220675  3.96895,0.0113879 -0.0137402   -2.65114,0.0793189  0.315153 -0.195776,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528072420,-2.28869 0.220692  3.96604,0.000198138 -0.00192981    -2.75457,0.0813049  0.324312 -0.184795,      0        0 -2094.92,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528073441,-2.28873 0.220732  3.96335,-0.0159355  0.0155832    -2.7444,0.0807876  0.317322  -0.21779,      0        0 -2094.92,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528074427,-2.28871 0.220734  3.96055,-0.00476891   0.0143648     -2.7714,0.0767821  0.316283 -0.212599,      0        0 -2096.47,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528075422,-2.28871 0.220736   3.9577,-0.00512317   0.0105804     -2.8076,0.0789017  0.306853 -0.186681,      0        0 -2097.68,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528076432,-2.28879 0.220709  3.95503,-0.0314126 -0.00358433    -2.76214,0.0852937  0.313214 -0.189468,      0        0 -2100.36,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528077461,-2.28879 0.220738  3.95227,-0.0246959 0.00620369   -2.75528,0.0863284  0.309548 -0.180739,      0        0 -2100.36,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528078445,-2.28877 0.220732  3.94932,-0.00598527  0.00243335    -2.82874,0.0850767  0.320001 -0.144907,      0        0 -2099.15,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528079402,-2.28879 0.220753  3.94663,-0.0106449 0.00894466   -2.78626,0.0803203  0.298001 -0.154053,      0        0 -2099.15,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528080978,-2.28874 0.220766  3.94099,0.0151744 0.0112007  -2.80666,0.0752467  0.316392 -0.123962,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528082470,-2.28881 0.220751  3.93856,-0.0174913 -0.00152525    -2.66456,0.0790185  0.322787 -0.154571,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528082815,-2.28881 0.220751  3.93578,-0.0174913 -0.00152525    -2.68779,0.0790185  0.322787 -0.153369,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528083663,-2.2888 0.220711  3.93287,-0.00765276  -0.0181935      -2.769,0.0817388  0.325453 -0.141469,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528084682,-2.28879 0.220707  3.93024,5.22099e-05  -0.0159399    -2.72477,0.0769657  0.330748 -0.175783,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528085708,-2.28875 0.220682  3.92739,0.0145327 -0.0201802   -2.77101,0.0753635  0.321256 -0.169624,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528086884,-2.28875 0.220694  3.92739, 0.0113063 -0.00938813    -2.77101,0.0795859  0.317939 -0.169624,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528087670,-2.28873 0.220679  3.92202, 0.0159261 -0.00970615    -2.71049,0.0774998  0.327981 -0.198597,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528088703,-2.28872 0.220648   3.9192,0.0157458 -0.0172166   -2.74059,0.0761312  0.347353 -0.202052,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.809218 
1580423528089693,-2.28871 0.220679  3.91654,  0.0127505 -0.000594543     -2.71455,0.0751633   0.35186 -0.212866,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528090687,-2.28873 0.220749  3.91387,-0.000928253     0.028655     -2.69228,0.0831908  0.320501 -0.249065,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528091688,-2.2887 0.220749  3.91096,0.00897391  0.0232116   -2.77055,0.0784344  0.323175 -0.236999,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528092647,-2.28875 0.220723  3.90805,-0.0137585 0.00544081   -2.83218,0.0801534  0.329197 -0.214034,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528093666,-2.28881 0.220749  3.90547,-0.0349375  0.0109705   -2.75199,0.079419   0.31716 -0.226652,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528094692,-2.28881 0.220715  3.90272,-0.0228563 -0.00570985    -2.74285,0.0719422   0.30974 -0.217105,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528095695,-2.28882  0.22074  3.90006,-0.0194896 0.00309866   -2.70804,0.0754804  0.313526 -0.200399,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528096893,-2.28875 0.220757  3.89747,0.0138875 0.00858522   -2.65559,0.0799364   0.31708 -0.211581,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528097650,-2.28873 0.220766  3.89456,0.0234833 0.0104063  -2.74036,0.0780171  0.303588 -0.196194,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528098680,-2.28881 0.220774  3.89168,-0.0117717 0.00942347   -2.80423,0.0833744  0.303122  -0.16622,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528099671,-2.28884 0.220726  3.88906,-0.0235896 -0.0116273   -2.74863,0.0851935  0.320269 -0.177735,      0        0 -2093.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528100677,-2.28881 0.220791  3.88625,-0.00782298   0.0137179    -2.76496,0.0793189  0.307155 -0.168539,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.813505 
1580423528101678,-2.28874  0.22081  3.88341,0.0220435 0.0186983  -2.79652,0.0785846  0.319038 -0.143789,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.813505 
1580423528102668,-2.28874 0.220799  3.88087, 0.018984 0.00919788   -2.70518,0.0778836  0.322735 -0.176233,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.813505 
1580423528103638,-2.28872 0.220764    3.878, 0.0217894 -0.00851363    -2.75314,0.0757641  0.337596 -0.165769,      0        0 -2096.19,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.813505 
1580423528104663,-2.28871 0.220715  3.87504,0.0189456 -0.0268959   -2.83588,0.0711411  0.334393 -0.147661,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528105656,-2.28871 0.220705  3.87242,0.0130465 -0.0244466   -2.76969,0.0717586  0.318723 -0.179821,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528106796,-2.28868 0.220726  3.86964, 0.0162512 -0.00802829    -2.76468,0.0708074  0.319347  -0.18154,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528107630,-2.28869 0.220673  3.86682,0.00634437 -0.0231904    -2.7835,0.0756639   0.31577 -0.158392,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528108672,-2.2887 0.220639   3.8643,-0.00160501  -0.0288591    -2.68699,0.0827235  0.330345 -0.158559,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528109657,-2.28864 0.220618  3.86159,0.0212872 -0.0269994   -2.68067,0.0720757  0.349179   -0.1516,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528110660,-2.28869 0.220633  3.85866,-0.00418412  -0.0113984    -2.77059,0.0815386  0.332704 -0.113381,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528111659,-2.28876 0.220673  3.85607,-0.0292665  0.0101803   -2.71374,0.0860781  0.332831 -0.117203,      0        0 -2095.85,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528112640,-2.28878 0.220679  3.85331,-0.0304354  0.0125722   -2.72695,0.0837749  0.328212 -0.104669,      0        0 -2095.85,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528113649,-2.28874  0.22066  3.85046,-0.00660364  0.00238096    -2.77345, 0.081839   0.328869 -0.0764979,      0        0 -2097.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528114667,-2.28878 0.220667  3.84784,-0.0168283 0.00374969   -2.72348,0.0783175   0.333753 -0.0921191,      0        0 -2097.39,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528115657,-2.28873 0.220721  3.84513,0.00710263  0.0225579   -2.71253,0.0774998   0.328746 -0.0897326,      0        0 -2098.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528116793,-2.2887 0.220734  3.84229,0.021004 0.0214194  -2.75545,0.0771326   0.321248 -0.0697054,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528117632,-2.28872  0.22069  3.83963,0.00722042  -0.002103   -2.72522,0.0736112    0.33306 -0.0897326,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528118681,-2.28872 0.220681  3.83689,0.00566157 -0.00834595    -2.72699,0.0697726   0.320818 -0.0956406,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528119661,-2.28867 0.220723  3.83402,0.0219124 0.00851668   -2.78372,0.0675696   0.320535 -0.0849094,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528120657,-2.28866 0.220726  3.83137,0.0190329 0.00884617   -2.73906,0.0717086  0.316606 -0.109509,      0        0 -2096.02,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528121683,-2.28868 0.220776  3.82873,0.00387998  0.0250148   -2.70034,0.0732607  0.306054 -0.132474,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528122645,-2.28867 0.220785  3.82584,0.00252674  0.0215693   -2.76397,0.0762814  0.295275 -0.123245,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528123645,-2.28867 0.220715  3.82324,0.00148939 -0.0127105   -2.70984,0.0748795  0.309904 -0.164334,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528124642,-2.28869 0.220761  3.82047,-0.00826252  0.00423258    -2.72543,0.0788015  0.312352  -0.15926,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528125671,-2.28871 0.220694  3.81769,-0.0131506  -0.021577   -2.74673,0.0847095  0.331568  -0.13945,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528126807,-2.28874  0.22065  3.81511,-0.0222394 -0.0342409   -2.68596,0.0831241    0.3362 -0.155856,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528127639,-2.28877 0.220644  3.81238,-0.0239101 -0.0262986    -2.6937,0.0815886  0.334161 -0.143439,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528128673,-2.28873 0.220648  3.80958,-0.00190883  -0.0150401    -2.73439,0.083608  0.331102 -0.114032,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528129645,-2.28875 0.220677  3.80698,-0.00537064  0.00354115    -2.68936,0.0812382  0.315666  -0.12206,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528130664,-2.28874 0.220703  3.80416,0.00225066  0.0154498   -2.73358,0.0812048  0.312555  -0.10003,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528131671,-2.28873 0.220721  3.80134,0.00612282  0.0193688   -2.77195,0.0812549   0.310938 -0.0682534,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528132645,-2.28867 0.220635   3.7988,0.0257071 -0.0187404   -2.68939,0.0779337   0.335864 -0.0909676,      0        0 -2098.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528133644,-2.28868 0.220621  3.79604,0.0155992 -0.0220806   -2.70903,0.0721592  0.336942 -0.077032,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528134645,-2.28872 0.220686  3.79332,-0.00395492  0.00829673    -2.70955,0.0702232   0.332961 -0.0528826,      0        0 -2097.28,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528135667,-2.28867 0.220684  3.79072,  0.01145 0.00848056   -2.66955,0.0677365   0.312906 -0.0701894,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528136875,-2.28871 0.220707  3.78789,-0.00751293   0.0153503    -2.72196,0.0682038   0.311191 -0.0649656,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528137644,-2.2887 0.220747    3.785,-2.3785e-05   0.0261606    -2.79466,0.0656504   0.314315 -0.0459732,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528138679,-2.28875 0.220747  3.78238,-0.0222568  0.0183458   -2.73908,0.0728434    0.31337 -0.0775661,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528139644,-2.28872 0.220791  3.77968,-0.00523232   0.0279232    -2.72026, 0.073027    0.31319 -0.0861777,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528140665,-2.28875  0.22077  3.77688,-0.010931 0.0105716  -2.74693,0.0764984   0.313685 -0.0751294,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528141675,-2.28874 0.220703  3.77446,-0.00376343   -0.021114    -2.62632,0.0804037  0.331063 -0.118839,      0        0 -2096.02,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528142666,-2.28871 0.220726  3.77179,0.0109061 -0.0100104   -2.62494,0.0774998  0.330332 -0.140518,      0        0 -2096.02,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528143629,-2.28871 0.220768  3.76894,0.00914997 0.00921239   -2.70213,0.0766987  0.308264 -0.132808,      0        0 -2096.02,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528144635,-2.28873 0.220726  3.76636,-0.00337771  -0.0072936    -2.66856,0.0741118  0.305122 -0.164818,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528145660,-2.28875 0.220768  3.76359,-0.010939 0.0101981  -2.70565,0.0756472  0.298918 -0.154704,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528146789,-2.28876 0.220702   3.7607,-0.0131971 -0.0169495   -2.78048,0.0767154  0.304182 -0.123094,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528147667,-2.28877 0.220726  3.75806,-0.0121442 -0.00437006    -2.73814,0.0810045  0.296202 -0.128201,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528148683,-2.28877 0.220723  3.75525, -0.008951 -0.00356678    -2.76482,0.0804871  0.312209 -0.104319,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528149653,-2.28873 0.220743  3.75232,0.0131238 0.00622264   -2.83023,0.0765652   0.319689 -0.0791515,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528150686,-2.28874 0.220711  3.74963,0.00659626 -0.00664785    -2.79092,0.0770658   0.316327 -0.0959076,     0       0 -2094.6,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.812433 
1580423528151667,-2.28873 0.220688  3.74678,0.00952491 -0.0142209   -2.80945,0.0791687   0.313458 -0.0794353,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528152679,-2.28865 0.220675  3.74393,0.0370255 -0.0158821   -2.82481,0.0721258   0.319014 -0.0570549,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528153658,-2.28866 0.220692  3.74131, 0.0204339 -0.00411064     -2.7538,0.0724095   0.326278 -0.0825562,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528154644,-2.28868 0.220728  3.73865,0.00482012  0.0125573   -2.70556,0.0762981    0.31872 -0.0881805,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528155680,-2.28877 0.220682  3.73584,-0.0333077 -0.00594976     -2.7351,0.0774163   0.325343 -0.0762643,     0       0 -2097.4,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528156879,-2.28878  0.22065  3.73327,-0.0328479 -0.0178009   -2.67459,0.0748629  0.338103 -0.103451,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528157656,-2.28877 0.220679  3.73057,-0.0162092 -0.00325741    -2.67591,0.0748462  0.346143 -0.116385,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528158669,-2.28873 0.220698  3.72773,0.00725411 0.00714953   -2.73471,0.0696558  0.334135 -0.102216,      0        0 -2097.57,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528159655,-2.28869  0.22069  3.72525, 0.020793 0.00303525   -2.64599,0.0696224   0.32915 -0.144857,      0        0 -2074.82,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528160665,-2.28872 0.220684  3.72263,0.00669956 3.03148e-05    -2.62449,0.0732273  0.341579 -0.148512,      0        0 -2112.38,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528161685,-2.28876 0.220776  3.71982,-0.013201 0.0342409  -2.68772,0.0741452  0.324958 -0.131973,      0        0 -2109.29,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528162668,-2.28877 0.220742  3.71721,-0.0144292  0.0133838   -2.66625,0.0766319  0.330415 -0.148696,      0        0 -2096.04,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.810289 
1580423528163645,-2.2888 0.220763  3.71439,-0.020876 0.0147544  -2.72124,0.0764817  0.317712 -0.138031,      0        0 -2096.14,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528164630,-2.28879 0.220749  3.71154,-0.0121532 0.00404157   -2.77755,0.0848764  0.330277 -0.106188,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
1580423528165671,-2.28881 0.220763  3.70887,-0.0125735  0.0059055   -2.75054,0.0850266   0.32676 -0.113932,      0        0 -2094.93,nan nan nan,    nan      nan -3.43469,nan nan nan,0 0 -0.811361 
