timestamp_us,positions,velocities,efforts,motorVelocities,positionCommands,velocityCommands,effortCommands,pwmCommands
1580424329952862,-0.02745 0.757654,0.0157869 0.0143619,0.0566254 -0.445024,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329953220,-0.02745 0.757654,0.0157869 0.0143619,0.0566254 -0.445024,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329954162,-0.027376  0.757679,0.0366706 0.0193356,0.0451446 -0.445514,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329955180,-0.027377  0.757695,0.025337 0.0187543,0.0443873  -0.45447,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329956176,-0.0274076    0.75775,0.00342439  0.0328374,0.0497089 -0.468789,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329957172,-0.0275046   0.757714,-0.0382165 0.00838484,0.0590458 -0.456615,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329958152,-0.0275731   0.757754,-0.0575224  0.0178019,0.0623373 -0.451138,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329959154,-0.0275432   0.757708,-0.0302631 -0.00628773,0.0626638 -0.425456,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329960246,-0.0274923   0.757744,0.00273266 0.00674643,0.0641158 -0.447076,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329961175,-0.0275478   0.757721,-0.0132226 -0.00381025,0.0608889 -0.436974,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329962172,-0.02751 0.757752,0.00559222 0.00792383,0.0599862 -0.439172,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329963162,-0.0274815    0.75775,0.0170426 0.00521848,0.0590814 -0.445878,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329964159,-0.0274628   0.757796,0.0204606 0.0204817,0.0619476 -0.459219,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329965182,-0.0274757   0.757801,0.00934281  0.0171339,0.0622035 -0.446347,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329966182,-0.0274882   0.757778,-0.000148733   0.00234201,0.0589947 -0.441463,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329967160,-0.0274752   0.757784,0.00288368 0.00153379,0.0620192 -0.442025,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329968165,-0.0274903   0.757859,-0.00411266   0.0279632,0.0622922 -0.446222,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329969168,-0.0274774   0.757906,0.0011537 0.0397954,0.0573547 -0.458052,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329970249,-0.0274923   0.757912,-0.00446266   0.0302201,0.0590765 -0.461958,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329971191,-0.0275023   0.757864,-0.00729901 -0.000225531,0.0569183 -0.455772,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329972217,-0.0274611   0.757849,0.0103177 -0.0108407,0.0557163 -0.454949,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329973127,-0.0274086   0.757883,0.0288011 0.00305428,0.0534156 -0.444691,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329974176,-0.0274213   0.757859, 0.0168935 -0.00599177,0.0553962 -0.438047,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329975204,-0.0274342   0.757868,0.00508336 -0.00158901,0.0501577 -0.420728,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329976181,-0.0274937   0.757923,-0.0213876  0.0199642,0.0604468 -0.435839,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329977181,-0.0274875   0.757935,-0.0158616  0.0204687,0.0608339 -0.425633,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329978158,-0.0275063   0.757941,-0.0177548  0.0163334,0.0626731 -0.437141,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329979092,-0.0275156   0.757965,-0.0151597  0.0195698,0.0635351 -0.449929,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329980240,-0.0275189   0.757981,-0.0104704  0.0179256,0.0637238 -0.449919,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329981214,-0.0274708   0.757916,0.0124871 -0.0135895,0.056714 -0.445472,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329982832,-0.0275318   0.757939,-0.0113562 -0.00413589,0.0618684 -0.454126,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329983128,-0.0275265   0.758004,-0.00749648   0.0214564,0.0621754 -0.450159,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329984177,-0.0275702   0.758047,-0.0214051   0.033903,0.0623615 -0.464332,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329985209,-0.0275249   0.758051,0.00150626  0.0255623,0.0607723 -0.469216,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329986195,-0.0274923   0.758097,0.0160864 0.0332495,0.0528091 -0.471559,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329987188,-0.0274671   0.758026, 0.0228372 -0.00462976,0.0473011 -0.455293,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329988174,-0.0274276   0.758045, 0.0313001 -0.00120274,0.0354009 -0.438484,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329989161,-0.0274049    0.75808,0.0301372 0.0107479,0.0453336  -0.43989,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329990184,-0.0274679   0.758128,-0.00449706   0.0261447,0.0514059 -0.446316,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329991186,-0.0274429    0.75811,0.00134266  0.0126246,0.0510872 -0.434715,     0 3.86545,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329992197,-0.0274515   0.758168,-0.00332144    0.028201,0.0560269 -0.440213,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329993128,-0.0274335   0.758179,0.00369257  0.0240382,0.0608615 -0.449315,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329994175,-0.0273738    0.75816,0.0256056 0.00770777,0.0568862 -0.451887,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329995160,-0.0274052   0.758143,0.00782438 -0.00434613,0.0585339 -0.453449,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329996189,-0.0274062   0.758128,0.00293583 -0.0111999,0.0576021 -0.445108,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329997187,-0.0275049   0.758116,-0.0367353 -0.0130617,0.0599408 -0.438891,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329998164,-0.0275242   0.758135,-0.0368897 -0.00247881,0.0648976 -0.429955,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424329999159,-0.02751 0.758173,-0.0199099   0.014247,0.0595479 -0.419812,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330000184,-0.0275675   0.758198,-0.0322105  0.0218444,0.0641712 -0.439953,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330001185,-0.0275771   0.758215,-0.0249817  0.0223678,0.0620113 -0.428674,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330002188,-0.0276028    0.75825,-0.0245411  0.0273073,0.068996 -0.443212,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330003097,-0.0275669   0.758292,-0.00140063   0.0340864,0.0667951 -0.457428,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330004156,-0.027489  0.758267,0.0323063 0.0135182,0.061578 -0.458229,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330005164,-0.0274834   0.758318,0.028818 0.024587,0.0508973 -0.461458,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330006189,-0.0274579   0.758299,0.0292754 0.00918422,0.0523726 -0.445181,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330007178,-0.0275173   0.758282,-0.00353631 -0.00267193,0.0590179 -0.433069,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330008156,-0.0275141   0.758316,-0.00594699  0.00871627,0.0573298 -0.441942,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330009153,-0.0275382   0.758339,-0.0148787   0.014788,0.0650417 -0.448732,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330010187,-0.0275306   0.758377,-0.00850797   0.0249844,0.0686318 -0.440776,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330011170,-0.0275475    0.75845,-0.0114047  0.0447916,0.0654914 -0.461489,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330012210,-0.0275097   0.758446,0.00681501  0.0304454,0.0594748 -0.458448,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330013149,-0.0274823   0.758437,0.0173414  0.014441,0.0515595 -0.455647,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330014165,-0.0274868   0.758425,0.0117149 0.0017142,0.0547369 -0.444358,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330015160,-0.0274687   0.758437,0.0141157 0.00225772,0.0557828 -0.440276,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330016179,-0.0274587   0.758419, 0.0129446 -0.00608661,0.0535276 -0.433694,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330017171,-0.0274299   0.758431, 0.0188815 -0.00120274,0.0505926 -0.442796,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330018157,-0.0275086   0.758486,-0.0170807  0.0206471,0.055558 -0.449534,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330019160,-0.0274207   0.758549,0.0172131 0.0403121,0.0456651 -0.458958,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330020187,-0.0274574   0.758519,0.000425758    0.017258,0.0492494  -0.45245,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330021188,-0.0274354   0.758513,0.00716484 0.00707161,0.0589512 -0.451356,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330022193,-0.027445  0.758482,0.00139092 -0.00954422,0.0605108 -0.445889,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330023139,-0.0274281   0.758509,0.00656202 0.000404708,0.0492571 -0.441723,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330024154,-0.0274893   0.758551,-0.0184711   0.016242,0.0531205 -0.443192,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330025165,-0.0275315   0.758602,-0.0311873  0.0322716,0.0591645 -0.466259,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330026187,-0.0275597   0.758538, -0.0333834 -0.000701796,0.0599632 -0.447732,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330027184,-0.0276222   0.758564,-0.0458341 0.00535104,0.0705453 -0.456188,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330028183,-0.0275868    0.75858,-0.0176211 0.00882717,0.0723398 -0.452887,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330029157,-0.0275549   0.758637,0.00467387  0.0273845,0.0659082 -0.458677,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330030188,-0.0275285    0.75865,0.0176662 0.0250832,0.0676674 -0.458292,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330031162,-0.0274609   0.758654,0.0401971 0.0183038,0.0616382 -0.457771,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330032195,-0.0274658   0.758702,0.0279664 0.0285107,0.0642737 -0.465592,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330033184,-0.027354  0.758683,0.059375 0.0117884,0.0543653 -0.462374,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330034168,-0.0274042   0.758713,0.0228515 0.0161681,0.0563032 -0.467977,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330035163,-0.0274229   0.758705,0.00305523 0.00723085,0.0564864 -0.458542,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330036170,-0.0274402   0.758723,-0.00916384  0.00959542,0.0570097 -0.464936,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330037193,-0.0274806   0.758707, -0.024459 0.000219035,0.0526405 -0.464988,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330038213,-0.0275079   0.758791,-0.0291231  0.0305744,0.0533257 -0.481838,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330039186,-0.0274975   0.758824,-0.0161656  0.0352883,0.0522173  -0.47131,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330040215,-0.0275113   0.758793,-0.0139086  0.0126709,0.0568957 -0.455012,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330041182,-0.0274924   0.758839,-0.000717117    0.0227471,0.055067 -0.473767,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330042214,-0.0274531   0.758843,0.0167966 0.0157484,0.0590113 -0.482432,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330043185,-0.0274244   0.758889,0.0248376 0.0266025,0.0546378 -0.488097,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330044182,-0.0274786   0.758845,-0.00249705  0.00142798,0.0565147 -0.487472,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330045166,-0.0275191   0.758837,-0.0203327 -0.00609432,0.0612158 -0.464124,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330046171,-0.0275477   0.758805,-0.0274389 -0.0182452,0.0643429 -0.452137,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330047189,-0.0274923   0.758854,0.00132972 0.00468394,0.0611337 -0.456865,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330048191,-0.0274772   0.758915,0.0102296 0.0285388,0.0569564 -0.465769,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330049173,-0.0275122   0.758931,-0.00418768   0.0285458,0.0571766 -0.468581,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330050201,-0.0274644   0.758938,0.0140826 0.0223509,0.0523498 -0.462229,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330051200,-0.0274321    0.75894,0.0233869 0.0137876,0.0492699 -0.457886,0 0,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330052192,-0.0275082   0.758984,-0.0118948  0.0238714,0.0577608 -0.454637,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330053206,-0.0275375   0.758988,-0.0232517  0.0170373,0.0622138 -0.457261,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330054156,-0.0274861   0.758961, 0.00151045 -7.75047e-05,0.0637627  -0.44641,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330055161,-0.0275216   0.758963,-0.00971393 -0.00178275,0.0661458 -0.452429,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330056161,-0.0275682   0.758965,-0.0244773 -0.00182934,0.0655018 -0.457199,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330057200,-0.0275982   0.758965,-0.0291823 -0.00159484,0.0680048 -0.451908,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330058171,-0.0275907   0.758965,-0.0169604 -0.00106548,0.0641385 -0.448326,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330059175,-0.0275328   0.758942, 0.0126841 -0.00975241,0.0681496 -0.441661,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330060206,-0.027562  0.758997,0.00200888  0.0137034,0.0654564 -0.441202,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330061197,-0.0275087   0.759085, 0.02145 0.0446583,0.0515312 -0.458594,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330062195,-0.0274984    0.75907,0.0203413 0.0286754,0.0507904   -0.4409,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330063192,-0.0274694   0.759129,0.0244915 0.0391187,0.0560784 -0.450054,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330064168,-0.0274532   0.759161, 0.02232 0.0383983,0.0569884 -0.456334,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330065184,-0.0274708   0.759129,0.00721742  0.0120819,0.0632136 -0.452085,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330066171,-0.0274141   0.759173,0.0235258  0.019861,0.0624658 -0.478901,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330067203,-0.0274504   0.759198,0.0026943 0.0216584,0.0633002 -0.479172,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330068182,-0.0274553   0.759234,-0.00287743   0.0276442,0.0619054 -0.482265,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330069140,-0.0275079   0.759255,-0.0234657  0.0261508,0.0708548 -0.482911,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330070207,-0.0275437   0.759241,-0.0319933  0.0110118,0.0698116 -0.486649,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330071176,-0.0275172   0.759276,-0.0125453  0.0172979,0.0618419  -0.48791,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330072221,-0.0275191    0.75927,-0.00639711  0.00912336,0.0612039 -0.483744,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330073189,-0.0275164   0.759217,-0.00122601   -0.015629,0.0607302 -0.463437,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330074873,-0.0274887   0.759249,  0.011078 -0.00180751,0.0520912 -0.461895,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330075185,-0.0275175   0.759297,-0.00152704   0.0176581,0.0568279 -0.466113,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330076179,-0.0274174   0.759331,0.0356722 0.0267495,0.0521873 -0.470154,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330077188,-0.0273993   0.759373,0.0345183 0.0356589,0.0563416 -0.469008,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330078194,-0.0274133   0.759352,0.0179061 0.0165032,0.0507591 -0.469133,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330079205,-0.0274044   0.759333, 0.0124259 0.000304125,0.0523847 -0.469175,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330080268,-0.0274763   0.759339, -0.0209754 -0.000929903,0.0622994 -0.464582,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330081189,-0.0274543   0.759365,-0.0105501 0.00848156,0.0605543 -0.465821,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330082824,-0.0274392   0.759419,-0.00121254   0.0224387,0.0591224 -0.462968,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330083194,-0.027451  0.759419,-0.00384807   0.0224387,0.0525322 -0.462968,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330084203,-0.0274581   0.759415,-0.00501055   0.0147213,0.0478347 -0.464936,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330085185,-0.0275103   0.759459,-0.0230247  0.0248417,0.0481784 -0.466113,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330086175,-0.0274727   0.759436,-0.00302871  0.00845467,0.0472851 -0.449825,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330087183,-0.0274437   0.759466, 0.01122 0.0142345,0.0505652 -0.456032,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330088217,-0.0274709   0.759507,-0.000278354     0.024457,0.056563 -0.456209,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330089192,-0.0275143   0.759484,-0.0173537 0.00842218,0.0659119 -0.457313,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330090221,-0.0275201   0.759537,-0.0159629  0.0233389,0.0634088 -0.479703,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330091196,-0.0276188   0.759497,-0.0480006 0.00132863,0.0711865 -0.464707,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330092208,-0.0275609   0.759468,-0.0133571 -0.0131339,0.0672126 -0.462583,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330093178,-0.0275165   0.759495, 0.0121329 -0.00129571,0.0637877 -0.442775,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330094195,-0.0274822   0.759491,0.0257475 -0.0018687,0.0609566  -0.44264,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330095173,-0.0274359   0.759583,0.0374968 0.0341772,0.0607537 -0.460167,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330096166,-0.0274557   0.759575,0.0190586 0.0236871,0.0572815 -0.443025,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330097164,-0.0274729   0.759638,0.00354179   0.038687,0.0585615 -0.461812,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330098189,-0.0275134   0.759651,-0.0161633  0.0318568,0.0684105 -0.470758,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330099193,-0.0274946   0.759631,-0.00711984   0.0116768,0.0650739 -0.454751,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330100197,-0.027481  0.759659,0.000717957   0.0146663,0.0660531 -0.460239,     0 3.49457,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330101175,-0.0274712   0.759625,0.00536261 -0.00401687,0.0664954 -0.455157,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330102182,-0.0274879   0.759625,-0.00181081 -0.00599368,0.0647643 -0.447107,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330103186,-0.0274996   0.759648,-0.00627307  0.00337624,0.0599513 -0.463457,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330104185,-0.0274822   0.759638, 0.00169532 -2.68477e-05,0.0548781 -0.453335,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330105165,-0.0274951    0.75968,-0.00287196   0.0155729,0.0534348 -0.454782,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330106156,-0.0274554   0.759686,0.0128006 0.0139912,0.0530233 -0.443025,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330107155,-0.0274283   0.759735,0.0205301 0.0278598,0.0567465 -0.452252,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330108180,-0.0273876   0.759789,0.0301981 0.0403927,0.0546143 -0.454428,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330109177,-0.0274594   0.759823,-0.00610397   0.0405781,0.0532059 -0.473757,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330110184,-0.0275367   0.759791,-0.0379898  0.0142771,0.0574996 -0.469581,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330111158,-0.0275159   0.759836,-0.0225225  0.0217774,0.0587449 -0.487264,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330112178,-0.0274507   0.759836,0.0107576  0.013512,0.0492803 -0.493814,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330113184,-0.0274508   0.759808, 0.0119723 -0.00344601,0.0564128 -0.483879,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330114184,-0.0274494   0.759812, 0.0099549 -0.00430897,0.0578969 -0.471101,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330115202,-0.0274268   0.759836,0.0151071 0.00567373,0.0538768 -0.465853,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330116163,-0.0274384   0.759829,0.00594605 0.00174125,0.0528109 -0.458084,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330117166,-0.0274716   0.759848,-0.00995247  0.00793679,0.0571552 -0.457917,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330118195,-0.0275194   0.759812,-0.0271258 -0.00781791,0.0618593 -0.450523,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330119188,-0.0275266   0.759835,-0.0233274 0.00163127,0.0667154 -0.437568,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330120218,-0.0275528   0.759873,-0.0250718  0.0166778,0.0679511 -0.434027,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330121173,-0.0275182   0.759877,-0.00304185   0.0141575,0.0683026  -0.43763,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330122193,-0.0275381   0.759877,-0.00608378  0.00940261,0.0678444 -0.432653,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330123189,-0.02755 0.759947,-0.00762899   0.0318648,0.063669 -0.451627,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
1580424330124184,-0.0274853   0.759993,0.0196552  0.040324,0.0590258 -0.465082,     0 7.04314,nan nan,nan nan,     nan 0.0170213,-0 0.0169048 
